Original Name,Test Case Name,Test Type,Label,Bridger Score
"KUZNETSOV, Eduard Anatolievich","SHI'AR, Muhammad 'Azzam",Non-Match,Not Match,0
"ROTENBERG, Arkady Romanovich","BIN MUHAMMAD, Ayadi Chafiq",Non-Match,Not Match,0
"SHATROU, Aliaksandr Yauhenavich",ALAMO TRADING S.A.,Non-Match,Not Match,0
"GHAWIL, Khalifa Mohamed Ahmed","KIM, Kwang Yon",Non-Match,Not Match,0
"PEREZ CASTANO, Mario Alberto","CORONA ROMERO, Alfonso",Non-Match,Not Match,0
EMPRESA DE TURISMO NACIONAL Y INTERNACIONAL,"UCHIBORI, Kazuo",Non-Match,Not Match,0
"SABORI CISNEROS, Raul","ADEN, Mohamoud Abdi",Non-Match,Not Match,0
GAVIOTAS LTDA.,ALCARDINAL GENERAL TRADING LLC,Non-Match,Not Match,0
KOREA TANGUN TRADING CORPORATION,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT COMPANY,Non-Match,Not Match,0
EURASIAN YOUTH UNION,"LULAH, Ziyad Ramadan",Non-Match,Not Match,0
WORLD LINE SYSTEM S.A.,"SUGHAYR, Muhammad 'Abdallah Salih",Non-Match,Not Match,0
ANDREA MARTINA LIMITED,TALA,Non-Match,Not Match,0
STAR TRADE GHANA LIMITED,"BEZLER, Igor Nikolayevich",Non-Match,Not Match,0
AMIN INDUSTRIAL COMPLEX,VTB PENSION ADMINISTRATOR LIMITED,Non-Match,Not Match,0
FRUTAS EXOTICAS COLOMBIANOS S.A.,"JAFARI, Milad",Non-Match,Not Match,0
"SON, Jong Hyok","CHURO, Leanid Mikalaevich",Non-Match,Not Match,0
"ALLAHDAD, Hushang",ARMY SUPPLY BUREAU,Non-Match,Not Match,0
"CHECHIKHIN, Yuriy Valeryevich",SHARQ CEMENT INDUSTRIAL LIMESTONE,Non-Match,Not Match,0
"MACHADO REQUENA, Marcos Javier","BUSHMIN, Evgeni Viktorovich",Non-Match,Not Match,0
"VELASQUEZ SALDARRIAGA, Hernan Dario",AFRICO 1 OFF-SHORE SAL,Non-Match,Not Match,0
"PERMINOVA, Yelena Alekseyevna","TRIKULYA, Elena Anatolievna",Non-Match,Not Match,0
ISIS-WEST AFRICA,"FA'UR, Husayn Ali",Non-Match,Not Match,0
"SOBYANINA, Olga Sergeevna",QUDS RAZAVI HOUSING AND CONSTRUCTION CO.,Non-Match,Not Match,0
"HABIB, Radwan",ISLAMIC REVOLUTION MOSTAZAFAN FOUNDATION,Non-Match,Not Match,0
ZAO VNESHTORGSERVIS,OOO PAMKIN KHAUS,Non-Match,Not Match,0
"ZARIC, Simo","NAJERA TALAMANTES, Sigifredo",Non-Match,Not Match,0
"LAREDO ESTRADA, Andres",BAKHTAR RAAD SEPAHAN COMPANY,Non-Match,Not Match,0
"URDINOLA GRAJALES, Julio Fabio","BERCIAN MANCHON, Moris Alexander",Non-Match,Not Match,0
"IGNATOVA, Yekaterina Sergeyevna",RYONG GUN BONG,Non-Match,Not Match,0
MI RIM,ARFA IRON AND STEEL COMPANY,Non-Match,Not Match,0
VIGILAR COLOMBIA LTDA.,YK-AYF,Non-Match,Not Match,0
ANDRIY PORTNOV FUND,"DOROKHOVA, Nina Viktorovna",Non-Match,Not Match,0
"LIBERATION ARMY OF PRESEVO, MEDVEDJA, AND BUJANOVAC",BUL PARTNERS TRAVEL OOD,Non-Match,Not Match,0
BANK TORGOVOY KAPITAL ZAO,RANCHO LA HERRADURA,Non-Match,Not Match,0
"AL-AMIRI, Adnan Talib Hassim",RENTA CAMPEROS URABA LTDA.,Non-Match,Not Match,0
KOTI,"TODOVIC, Savo",Non-Match,Not Match,0
"PETROVIC, Zelimir","DAWARAH, Ahmad",Non-Match,Not Match,0
"MATSHALAGA, Obert","KAYIHURA, Kale",Non-Match,Not Match,0
CARIBE,SANATI DOODEH FAM CO.,Non-Match,Not Match,0
"TIMCHENKO, Gennady Nikolayevich","GOMEZ GOMEZ, Viviana",Non-Match,Not Match,0
"CARO QUINTERO, Miguel Angel",ERPSCAN,Non-Match,Not Match,0
AMEZCUA CONTRERAS ORGANIZATION,"NOVIUKHOV, Alexander Vyacheslavovich",Non-Match,Not Match,0
"BELIK, Dmitry Anatolievich",JOINT STOCK COMPANY RESEARCH AND PRODUCTION CORPORATION KONSTRUKTORSKOYE BYURO MASHYNOSTROYENIYA,Non-Match,Not Match,0
"BUITRAGO PARADA, Hector German",SHIBA,Non-Match,Not Match,0
SHAHID BABA'I GROUP,"OVERDICK MEJIA, Horst Walter",Non-Match,Not Match,0
RED HAND DEFENDERS,"AL-SHAWWA, Ghayth",Non-Match,Not Match,0
AL-QUDS INTERNATIONAL FOUNDATION,"ROTENBERG, Karina Yurevna",Non-Match,Not Match,0
BANK SEPAH INTERNATIONAL PLC,GHADIR INDUSTRIAL TRADING,Non-Match,Not Match,0
EP-IRS,"AG ALHOUSSEINI, Houka Houka",Non-Match,Not Match,0
"AL-HURANI, Haytham Ahmad","PETROV, Alexander Petrovich",Non-Match,Not Match,0
"GRUBAN, Momcilo",VABO INTERNAL AD,Non-Match,Not Match,0
"AL-NU'AYMI, 'Abd al-Rahman bin 'Umayr",ADRIAN DARYA 1,Non-Match,Not Match,0
"ZHANG, Longbao","BUZ-AL-JUDDI, Fayiz",Non-Match,Not Match,0
"AL-AJMI, Shafi Sultan Mohammed",GTLK MIDDLE EAST FREE ZONE COMPANY,Non-Match,Not Match,0
LUCKY STAR,"REVENKO, Evgeny Vasilievich",Non-Match,Not Match,0
"AL-KHODAIR, Ahmad Hussein","SOLEIMANI, Gholamreza",Non-Match,Not Match,0
SWISSOIL TRADING SA,"HERNANDEZ LECHUGA, Lucio",Non-Match,Not Match,0
TELESERVE PLUS SAL,"CHAIJAMROONPHAN, Warin",Non-Match,Not Match,0
"REZAEI, Qasem",EKOFERMA ZARECHE OOO,Non-Match,Not Match,0
MILITARY CONSTRUCTION ESTABLISHMENT,LIMITED LIABILITY COMPANY RVC MANAGEMENT COMPANY,Non-Match,Not Match,0
"AL-MAMUN, Chowdhury Abdullah",JOINT STOCK COMPANY SAROVBUSINESSBANK,Non-Match,Not Match,0
"KRADUMPORN, Somboon",KATIBAT AL TAWHID WAL JIHAD,Non-Match,Not Match,0
"MALYSHEV, Artem Andreyevich","FLORES HALA, Florindo Eleuterio",Non-Match,Not Match,0
"RUIZ PEREZ, Leonardo",OY LANGVIK CAPITAL LTD,Non-Match,Not Match,0
"HENRIQUEZ SOLORZANO, Borromeo Enrique","SAKR, Tarek",Non-Match,Not Match,0
DIGITAL SERVICES EAD,"LONDONO ZAPATA, Jesus Antonio",Non-Match,Not Match,0
"HERNANDEZ SOMERO, Urbano","VARELA, Wilber",Non-Match,Not Match,0
"DJIBO, Ousmane Illiassou",COMERCIALIZADORA GONRA,Non-Match,Not Match,0
"LAKHTA PARK, OOO",YORACO,Non-Match,Not Match,0
"OGUNSHAKIN, Alex Afolabi","AL-KHALIL, Husayn",Non-Match,Not Match,0
POLO TRADING,"EZHIKOV, Vladimir Vladimirovich",Non-Match,Not Match,0
"KOZLOVSKY, Alexander Nikolayevich","PECHAN, Ihar Mikalaevich",Non-Match,Not Match,0
LIAONING DANXING INTERNATIONAL FORWARDING CO. LTD.,"VINOKUROV, Vladimir Nikolaevich",Non-Match,Not Match,0
ENSAMBLADORA COLOMBIANA AUTOMOTRIZ S.A.,"MALLAH, Abdul Jalil",Non-Match,Not Match,0
PEYKASA,ELECTRONICS INSTITUTE,Non-Match,Not Match,0
"PERDOMO MATA, Adrian Antonio",SAYDNAYA MILITARY PRISON,Non-Match,Not Match,0
OMRAN VA MASKAN IRAN COMPANY,"NECHIPORUK, Roman Viktorovich",Non-Match,Not Match,0
NOVYI VEK - MEDIA,AJNAD MISR,Non-Match,Not Match,0
"SOHO DEVELOPERS, INC.","NOORZAI, Haji Kotwal",Non-Match,Not Match,0
INFORMATSIYNE AGENSTVO ONLI N'YUZ TOV,"BEHZAD, Morteza Ahmadali",Non-Match,Not Match,0
GEFEST-M LLC,SHAHNAWAZ TRADERS,Non-Match,Not Match,0
"KURINNIY, Aleksey Vladimirovich","WAKED DARWICH, Mohamed Abdo",Non-Match,Not Match,0
"NUR-AL-DIN, Jawad","SABAHI, Roozbeh",Non-Match,Not Match,0
"THU, Yin Min","VILA MICHELENA, Fermin",Non-Match,Not Match,0
"MEJIA SALAZAR, Pedro Claver",PALESTINIAN ASSOCIATION IN AUSTRIA,Non-Match,Not Match,0
NAGHMEH FZE,"GIBATDINOV, Airat Minerasikhovich",Non-Match,Not Match,0
"SALAZAR FLORES, Freddy Arnoldo","NEGRETE LUNA, Jose Maria",Non-Match,Not Match,0
BELNEFTEKHIM,VEB ASIA LIMITED,Non-Match,Not Match,0
QESHM MADKANDALOO SHIPBUILDING COOPERATIVE CO,"TAPIA ORTEGA, Abigail",Non-Match,Not Match,0
"KADYROVA, Tabarik Ramzanovna","KANDELAKI, Tina",Non-Match,Not Match,0
PJSC POWER MACHINES,"KU, Ja Hyong",Non-Match,Not Match,0
"FARAJ, Samal Majid","GASOLINERA ALAMOS COUNTRY, S.A. DE C.V.",Non-Match,Not Match,0
PROPERTY-VB OOD,"RAZA, Mohsin",Non-Match,Not Match,0
"JABIR, Abu Bakr Yunis",KALA PENSION TRUST LIMITED,Non-Match,Not Match,0
MINISTRY OF INTERIOR,"CHEN, Mingguo",Non-Match,Not Match,0
"MEHDI, Ali Ghadeer","SOLTECH INDUSTRY CO., LTD.",Non-Match,Not Match,0
TALA,ADOON GENERAL TRADING L.L.C.,Non-Match,Not Match,0
AL-QA'IDA KURDISH BATTALIONS,"AL-KAWARI, 'Abd al-Latif Bin 'Abdallah Salih Muhammad",Non-Match,Not Match,0
YV2850,"GAGLOEV, Mikhail Georgievich",Non-Match,Not Match,0
L.D. LANDAU INSTITUTE FOR THEORETICAL PHYSICS OF RUSSIAN ACADEMY OF SCIENCES,EP-MNX,Non-Match,Not Match,0
SAHLOUL MONEY EXCHANGE COMPANY,AM NOK GANG,Non-Match,Not Match,0
"JUME'AN, George","KULYGINA, Olga Ivanovna",Non-Match,Not Match,0
"AL-TIKRITI, Ahmed Watban Ibrahim Hasan","PETROVIC, Zelimir",Non-Match,Not Match,0
"ABD AL-RAHMAN, Abdullah Muhammad Rajab","AL-BASHAIR TRADING COMPANY, LTD",Non-Match,Not Match,0
"GHAZALI, Rustum","ZAMR, 'Abd-al-Nasir Ibbi",Non-Match,Not Match,0
"CABRERA SARABIA, Felipe",SHAHID CHAMRAN GROUP,Non-Match,Not Match,0
JAMAAH ANSHARUT DAULAH,UNITED GENERAL OFFSHORE SAL,Non-Match,Not Match,0
"AJING ATER, Kur","RAJIC, Ivica",Non-Match,Not Match,0
"MAGUS HOLDINGS USA, CORP.",SHAHID SAYYADE SHIRAZI INDUSTRIES,Non-Match,Not Match,0
"KOSHELEV, Vladimir Alekseyevich",GERENCIA DE PROYECTOS Y SOLUCIONES LTDA.,Non-Match,Not Match,0
LAW ENFORCEMENT FORCES OF THE ISLAMIC REPUBLIC OF IRAN,"BASURIN, Eduard",Non-Match,Not Match,0
"ALFONZO IZAGUIRRE, Indira Maira","VIEIRA DIAS, Manuel Helder",Non-Match,Not Match,0
"AZIZ, Abdul","KURINNIY, Aleksey Vladimirovich",Non-Match,Not Match,0
CANO AGUDELO S EN C,"GADZHIYEV, Ruslan Gadzhiyevich",Non-Match,Not Match,0
"AL-KHUDAYR, Muhammad 'Arif al-Hasan","ZARGAR TEHRANI, Mohammad Ebrahim",Non-Match,Not Match,0
"AL-DALATI, Ayman",AEROCARIBBEAN AIRLINES,Non-Match,Not Match,0
ALMACEN JUNIOR NO. 2,SIG,Non-Match,Not Match,0
"AGRICULTURAL, MEDICAL, AND INDUSTRIAL RESEARCH CENTER",ARSHAM,Non-Match,Not Match,0
"ALBISINNI SERRANO, Rocco",IRAN'S MORALITY POLICE,Non-Match,Not Match,0
"ZAGARIA, Antonio","SOHO DEVELOPERS, INC.",Non-Match,Not Match,0
"HEMMATI, Alireza","AL-JAWLANI, Abu Muhammad",Non-Match,Not Match,0
SHAAHISTA SHOES CC,FARWELL CANYON HK LIMITED,Non-Match,Not Match,0
ASSOCIATED ENGINEERS,HAJI BASIR AND ZARJMIL COMPANY HAWALA,Non-Match,Not Match,0
"LEONE MARTINEZ, Miguel Jose","TSARYOV, Oleh Anatolievich",Non-Match,Not Match,0
DOXA S.A.,"MUNOZ MEJIA, Eliana",Non-Match,Not Match,0
PERSIAN GULF APADANA PETROCHEMICAL COMPANY,"HASHEMI, Seyed Morteza Minaye",Non-Match,Not Match,0
RECREO S.A.,TAMAS COMPANY,Non-Match,Not Match,0
RAJAH SOLAIMAN MOVEMENT (RSM),BICENTENARIO V,Non-Match,Not Match,0
KOMOTKO,ALFA-DIRECT,Non-Match,Not Match,0
"SADIKOV, Olimzhon Adkhamovich","GORYACHEVA, Ksenia Alexandrovna",Non-Match,Not Match,0
ELEVENTH OCEAN ADMINISTRATION GMBH,CHON MA SAN,Non-Match,Not Match,0
"PRIGOZHIN, Pavel Evgenyevich",WORLD WATER FISHERIES LIMITED,Non-Match,Not Match,0
"IMANIRAD, Mohammad Javad","SOIN, Dmitriy Yurevich",Non-Match,Not Match,0
"MUNDOS, Muhindo Akili","HANDAL PEREZ, Jose Miguel",Non-Match,Not Match,0
"MOE, Banyar Aung",NEGOCIOS Y PROPIEDADES DEL CARIBE LTDA.,Non-Match,Not Match,0
RAVIN ACADEMY,"SIRHAN, Hala",Non-Match,Not Match,0
"KIM, Kun",GOLD STAR 3,Non-Match,Not Match,0
"MORRISSEY, John Francis",SOCIEDAD ESMERALDIFERA DE MARIPI LTDA.,Non-Match,Not Match,0
"ALVAREZ CASTRO, Santiago","HARZI, Ali Ouni",Non-Match,Not Match,0
"LADINO AVILA, Jaime Arturo","ADAM, Noureddine",Non-Match,Not Match,0
"ZAFER MIHBEK, Mohammad","FERNANDEZ CONCEPCION, Carlos Ariel",Non-Match,Not Match,0
"KIM, Se Gon","OZIA MAZIO, Dieudonne",Non-Match,Not Match,0
JEMAA ISLAMIYAH,ALKES TREID OOO,Non-Match,Not Match,0
"GRAJALES LEMOS, Juan Jacobo","ROBOW, Mukhtar",Non-Match,Not Match,0
AUTOTRANSPORTES TERRESTRES S.A. DE C.V.,"AL-MASRI, Rahf",Non-Match,Not Match,0
"STANKOVIC, Radovan",HAEJIN SHIP MANAGEMENT COMPANY LIMITED,Non-Match,Not Match,0
BLUE AIRWAYS,"RIVERA-LUNA, Moises Humberto",Non-Match,Not Match,0
"KANYAMA, Celestin",ASASI FOOD FZE,Non-Match,Not Match,0
ELEVENTH OCEAN GMBH & CO. KG,IYARI,Non-Match,Not Match,0
"AKBAR, Yunus Mohamad","ZAKHARCHENKO, Vitaliy Yuriyovych",Non-Match,Not Match,0
BALITA,FUDIA LTDA.,Non-Match,Not Match,0
ORIENT SHIPPING LIMITED,SINA CURRENCY EXCHANGE COMPANY,Non-Match,Not Match,0
"'AQQAD, Ziyad","GADDAFI, Muhammad",Non-Match,Not Match,0
POST BANK OF IRAN,POUYA CONTROL,Non-Match,Not Match,0
"TAN, Wee Beng","ALOTAIBI, Badr Lafi M.",Non-Match,Not Match,0
"NUROW, Yusuf Ahmed Hajji","'ABD AL-SALAM, 'Abd al-Malik Muhammad Yusuf 'Uthman",Non-Match,Not Match,0
ZUPPA HOLDINGS LIMITED,"SHEIN, Win",Non-Match,Not Match,0
VIKTOR ZABELIN,COMMERCIAL BANK AGROSOYUZ,Non-Match,Not Match,0
FALCON STRATEGIC SOLUTIONS DOO,REVOLUTIONARY ARMED FORCES OF COLOMBIA - PEOPLE'S ARMY,Non-Match,Not Match,0
"URDINOLA GRAJALES, Ivan","ABO GHAITH, Sulaiman Jassem",Non-Match,Not Match,0
MSN 449,"PETRIC, Zoran",Non-Match,Not Match,0
HSI TRADING FZE,"RASEVIC, Mitar",Non-Match,Not Match,0
"GLOBAL STRUCTURE, S.A.","RUELAS AVILA, Jesus Angel",Non-Match,Not Match,0
"ELSHANI, Gafur","ZOLOTOV, Viktor Vasiliyevich",Non-Match,Not Match,0
GLOBAL SEA LINE CO LTD,"AL-MUTAYRI, Abd al-Muhsin Zabin Mutib Naif",Non-Match,Not Match,0
"MAHALLA, Muhammad Mahmud","MAHMOUDI, Mohammad",Non-Match,Not Match,0
GHADIR ABU MUSA HAMOON,"VUKOVIC, Zoran",Non-Match,Not Match,0
"VARELA BUSTOS, Fernando","MUGABE, Leo",Non-Match,Not Match,0
"NAYDENKO, Aleksey Alekseevich","GORITSKY, Dmitry Yuryevich",Non-Match,Not Match,0
"AL-KHASHIBAN, Fahd Muhammad 'Abd Al-'Aziz","LEON SANTIESTEBAN, Carlos Alberto",Non-Match,Not Match,0
EVIL CORP,"ZUPLJANIN, Stojan",Non-Match,Not Match,0
CRIMEAN RAILWAY,"FINANCIAL CORPORATION (FINCORP INTERNATIONAL), S.A.",Non-Match,Not Match,0
"CASTANO GIL, Carlos",BANGKOK SILK FLOWER COMPANY LTD.,Non-Match,Not Match,0
"AHMADI, Rahim","MIKHAILOV, Sergei Petrovich",Non-Match,Not Match,0
"MUGICA GONI, Ainhoa","FLORES BORREGO, Samuel",Non-Match,Not Match,0
"AL-RIMI, Qasim","AL-SHIHABI, Usamah Amin",Non-Match,Not Match,0
JOINT STOCK COMPANY DESIGN OFFICE FOR SHIPBUILDING VYMPEL,BEHSAZAN PARS EQUIPMENT DEVELOPMENT,Non-Match,Not Match,0
NEGA,KUNLUN SHIPPING COMPANY LIMITED,Non-Match,Not Match,0
AL HADHA EXCHANGE CO.,MARAYA,Non-Match,Not Match,0
HOTELES E INMUEBLES DE COLOMBIA LTDA.,"HAMSHU, Hudu' Nayif",Non-Match,Not Match,0
"BESSARABOV, Daniil Vladimirovich","ABU GHAZALA, Muhammad Hisham Muhammad Isma'il",Non-Match,Not Match,0
"GALLASTEGUI SODUPE, Lexuri",APEX DEVELOPMENT AND PROJECTS LLC,Non-Match,Not Match,0
JAISH AL-MUHAJIREEN WAL-ANSAR,"CARRENO ESCOBAR, Pedro Miguel",Non-Match,Not Match,0
PERSIA OIL & GAS INDUSTRY DEVELOPMENT CO.,"AL-FAQIR, Muhammad Samir",Non-Match,Not Match,0
"KLIMOV, Andrey Akardyevich","BORTSOV, Nikolay Ivanovich",Non-Match,Not Match,0
"SORWAR, Tofayel Mustafa","AL-KUBAYSI, 'Umar",Non-Match,Not Match,0
LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS,"ISMAIL, Ghassan Jaoudat",Non-Match,Not Match,0
"RAYTRONIC CORPORATION, LIMITED",NEVSKIY NEWS LLC,Non-Match,Not Match,0
JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE ALMAZ,THE PLANAR COMPANY,Non-Match,Not Match,0
"TALEBI, Sohayl",TODOBOLSAS Y COLSOBRES,Non-Match,Not Match,0
LERMA TRADING S.A.,"AMHAZ, Kamel Mohamad",Non-Match,Not Match,0
JOINT STOCK COMPANY CONCERN GRANIT-ELECTRON,"SADIQ AL-AHDAL, Abdallah Faysal",Non-Match,Not Match,0
"ROGOV, Volodymyr Valeriyovych","BASALTOS TONALA, S.A. DE C.V.",Non-Match,Not Match,0
ALMACEN SONIPAL,"HAMUDAT, General Maki Mustafa",Non-Match,Not Match,0
LUZY TECHNOLOGIES LLC,"PEREZ PASUENGO, Efrain",Non-Match,Not Match,0
M LEASING LLC,OOO BITRIVER-K,Non-Match,Not Match,0
E.K.-ULTRA FINANCIAL GROUP LIMITED,"RODNINA, Irina Konstantinovna",Non-Match,Not Match,0
"AL-HAMIDAWI, Ahmad","SALDO, Volodymyr Vasilyovich",Non-Match,Not Match,0
PAYANDEH JAAM ELECTRICITY ENERGY,MERSAD SHIPPING COMPANY LIMITED,Non-Match,Not Match,0
HANA ELECTRONICS JVC,"SABUNI, Ahmad",Non-Match,Not Match,0
"KOZHENKOVA, Irina",KOREA ACHIM SHIPPING CO,Non-Match,Not Match,0
NOVE INTERNAL EOOD,EDBI STOCK BROKERAGE,Non-Match,Not Match,0
"BUNDUQJI, Rana","DEYNEGO, Vladyslav Nykolayevych",Non-Match,Not Match,0
"ALEKSEEV, Mikhail Yurevich",SHABIHA,Non-Match,Not Match,0
"TOPOR-GILKA, Sergey Anatolyevich","AL-TIKRITI, Muzahim Sa'b Hassan",Non-Match,Not Match,0
"SOE, Aung","MELENDEZ RIVAS, Carmen Teresa",Non-Match,Not Match,0
"AL-JABURI, Mish'an Rakin Thamin","BRYKIN, Nikolay Gavrilovich",Non-Match,Not Match,0
JAM'YAH TA'AWUN AL-ISLAMIA,SOVCOMCARD LIMITED LIABILITY COMPANY,Non-Match,Not Match,0
"MOLCHANOV, Grigoriy Viktorovich","NIKOLAEV, Viktor Andreevich",Non-Match,Not Match,0
LIMITED LIABILITY COMPANY SBERBANK CIB HOLDING,"HUSAYN, Zayn al-Abidin Muhammad",Non-Match,Not Match,0
"LOPEZ GUERRERO, Ismael",CREDISA S.A.,Non-Match,Not Match,0
"MUSLIU, Isak",FEDERAL STATE INSTITUTION FEDERAL SCIENTIFIC CENTER SCIENTIFIC RESEARCH INSTITUTE FOR SYSTEM ANALYSIS OF THE RUSSIAN ACADEMY OF SCIENCES,Non-Match,Not Match,0
"MORENO GONZALEZ, Nazario","MOHSENI-EJEI, Qolam-Hossein",Non-Match,Not Match,0
GHADIR MANAGEMENT AND COMMERCIAL SERVICES,"RAMIREZ TREVINO, Mario",Non-Match,Not Match,0
"O, Yong Ho","PAK, Chol Nam",Non-Match,Not Match,0
"GONCHAROV, Nikolay Aleksandrovich","JANE SHANG CO., LIMITED",Non-Match,Not Match,0
DOK CHON,"LIU, Emily",Non-Match,Not Match,0
"REYNA FELIX, Ismael","MAIDANOV, Denis",Non-Match,Not Match,0
"KIL, Jong Hun","KO, Ch'o'l-Chae",Non-Match,Not Match,0
PARS NICKEL KARAN KABIR,"ANTONOV, Vladimir Nikolaevich",Non-Match,Not Match,0
"KOMPANIYA GAZ-ALYANS, OOO","KAVINOV, Artem Alexandrovich",Non-Match,Not Match,0
GULF CARTEL,KAY ZONE BUILDERS & DEVELOPERS,Non-Match,Not Match,0
"GALUSHINA, Rimma Fyodorovna",UNICUM TRADE OY,Non-Match,Not Match,0
ARMY SUPPLY BUREAU,"DIMITRY, Gregory Vasili",Non-Match,Not Match,0
"PIROG, Dmitry Yuryevich","CASTELLANOS GARZON, Henry",Non-Match,Not Match,0
APEX DEVELOPMENT AND PROJECTS LLC,YU SON,Non-Match,Not Match,0
CORPORATIVO SUSHI PROVI S. DE R.L. DE C.V.,"RINCON CASTILLO, Gustavo",Non-Match,Not Match,0
"TEA, Vinh",WORLDFAST INTERNATIONAL LIMITED,Non-Match,Not Match,0
CONSTRUCTORA ROFI S A,"URUSOV, Anton Sergeevich",Non-Match,Not Match,0
JUAREZ CARTEL,"PENG, Bo",Non-Match,Not Match,0
INVERSIONES C.P.C.L. Y CIA. S. EN C.S.,DRAGADOS Y MUELLES GAVIOTA LTDA.,Non-Match,Not Match,0
"CANO ALZATE, Yolanda Sofia",AGUILAR ALVAREZ Y CIA. LTDA.,Non-Match,Not Match,0
EP-IBG,"IZZAT, Dieman Abdulkadir",Non-Match,Not Match,0
"SAFIN, Lenar Rinatovich","GADZHIYEV, Murad Stanislavovich",Non-Match,Not Match,0
"ZAGARIA, Michele","ZAFER MIHBEK, Mohammad",Non-Match,Not Match,0
"UDOMDET, Ronnayut",ERPSCAN,Non-Match,Not Match,0
UNIPAPEL S.A.,PJSC POWER MACHINES,Non-Match,Not Match,0
"TREID-INVEST, OOO","AS'AD, Murad",Non-Match,Not Match,0
BIKE CENTER,"MAKHLUF, Talal Shafiq",Non-Match,Not Match,0
"BOUCHOUCHA, Mokhtar",INTERSECTION LLC,Non-Match,Not Match,0
"PAYKIN, Boris Romanovich",RAMOR GROUP,Non-Match,Not Match,0
CORPORACION ACS TRADING S.A.S.,"AL-SHURAYQI, Isma'il",Non-Match,Not Match,0
AL-AQSA FOUNDATION,JOINT STOCK COMPANY FEDERAL SCIENTIFIC AND PRODUCTION CENTER TITAN BARRIKADY,Non-Match,Not Match,0
"FATHI, Ahmad","KOMLEV, Vladimir Valerievich",Non-Match,Not Match,0
"EL AISSAMI MADDAH, Tareck Zaidan","RUBIO GONZALEZ, Emmanuel Enrique",Non-Match,Not Match,0
"'ABUD, Ahmad","MOHADI, Kembo Campbell Dugishi",Non-Match,Not Match,0
"PAYAN MERAZ, Raul","HIJAZI, Khalil Ahmad",Non-Match,Not Match,0
"MICHIELSEN, Tom",SHAHBAZ KHAN GENERAL TRADING LLC,Non-Match,Not Match,0
"MICHURIN, Igor Aleksandrovich",SABITI,Non-Match,Not Match,0
"GRIMM, Matthew Simon",SMART ITHALAT IHRACAT DIS TICARET LIMITED SIRKETI,Non-Match,Not Match,0
ARVAND KAVEH STEEL CO.,INVERSIONES YOSARY,Non-Match,Not Match,0
"OO, Than","NAVARRO CERRANO, Victor Ramon",Non-Match,Not Match,0
PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,"NASSER DAVID, Julio Cesar",Non-Match,Not Match,0
"SIERRA ARIAS, Eddy Manuel","ABU MARZOOK, Mousa Mohammed",Non-Match,Not Match,0
"EZHIKOV, Vladimir Vladimirovich","GRABCHAK, Evgeniy Petrovich",Non-Match,Not Match,0
BICENTENARIO XIV,"SANMING SINO-EURO IMPORT AND EXPORT CO., LTD",Non-Match,Not Match,0
"SMILEWALLET, LLC",BANDAR IMAM KIMIYA PETROCHEMICAL COMPANY,Non-Match,Not Match,0
LIMITED LIABILITY COMPANY GROUP OF COMPANIES AKVARIUS,"GOVTVIN, Yuriy Nikolaevich",Non-Match,Not Match,0
"MURATOV, Sergey Nikolayevich",GALENIT INVEST AD,Non-Match,Not Match,0
"USUGA TORRES, Arley",INFORMATSIYNE AGENSTVO ONLI N'YUZ TOV,Non-Match,Not Match,0
"ZDRILIUK, Serhii Anatoliyovych",SERVICIOS SILSA S.A.C.,Non-Match,Not Match,0
ALFONSO BARRERA RIOS Y CIA. S. EN C.S.,RAYBEAM OPTRONICS CO. LTD.,Non-Match,Not Match,0
"ROBOW, Mukhtar",TABAN 1,Non-Match,Not Match,0
"RASCON RAMIREZ, Jose Javier","FLORES SOTO, Mario",Non-Match,Not Match,0
"CIRE, Kursad Zafer","AL-AZAWI, Marwan Ibrahim Hussayn Tah",Non-Match,Not Match,0
HARMONY FARM,KOREA RUNGRADO SHIPPING CO,Non-Match,Not Match,0
SEVASTOPOL,MANCO OIL COMPANY,Non-Match,Not Match,0
CALI @ TELE.COM LTDA.,"ROTENBERG, Arkady Romanovich",Non-Match,Not Match,0
"BENHAMMEDI, Mohammed","KHOTIMSKIY, Dmitry Vladimirovich",Non-Match,Not Match,0
"BARI, Abdul Baqi",RAMOR GROUP,Non-Match,Not Match,0
LIMITED LIABILITY COMPANY PROMTEKHNOLOGIYA,OPEN JOINT STOCK COMPANY RUSSIAN ELECTRONICS,Non-Match,Not Match,0
"KIRAKOSYAN, Ruben Ruslanovich","AL-QASIR, Nazar Jumah Ali",Non-Match,Not Match,0
CHADORMALU MINING & INDUSTRIAL COMPANY,GHAVAMIN BANK,Non-Match,Not Match,0
"MENDOZA ROBLES, Eduardo","KIM, Yong Chol",Non-Match,Not Match,0
"ZUEVA, Mariya Evgenevna","MOKOM, Maxime",Non-Match,Not Match,0
FARATECH,"DALIAN GOLDEN SUN IMPORT AND EXPORT CO., LTD.",Non-Match,Not Match,0
"LOYA VILCHEZ, Tarcela","MONTERROSA-LARIOS, Marvin Geovanny",Non-Match,Not Match,0
